ID,Type,Trend,Seasonality,Horizon,sMAPE,Model,sMAPE_ETS,sMAPE_Arima,sMAPE_cv,Model_cv,sMAPE_naive,sMAPE_snaive,sMAPE_drift
475,MICRO,1,Non-seasonal,7,18.09084476,Arima(transform),20.86732441,18.09084476,18.09084476,Arima(transform),15.90205991,31.53952183,31.96726395
476,MICRO,1,Non-seasonal,8,21.20953066,Arima(transform),19.55420039,21.20953066,21.20953066,Arima(transform),17.00708592,30.26205622,39.27754448
477,MICRO,1,Non-seasonal,9,24.09819097,Arima(transform),17.74235408,24.09819097,24.09819097,Arima(transform),18.16309499,29.60113058,46.40995428
478,MICRO,1,Non-seasonal,10,25.192782,Arima(transform),17.13000194,25.192782,25.192782,Arima(transform),17.66546681,28.31699518,52.28645371
479,MICRO,1,Non-seasonal,11,25.57314401,Arima(transform),17.57043585,25.57314401,25.57314401,Arima(transform),16.5789958,27.64231583,57.89564974
480,MICRO,1,Non-seasonal,12,26.63142494,Arima(transform),17.84360005,26.63142494,26.63142494,Arima(transform),16.29631392,26.43769061,64.23754484
481,MICRO,1,Non-seasonal,13,26.92451237,Arima(transform),17.64614952,26.92451237,26.92451237,Arima(transform),15.30953654,27.01650396,70.54053913
482,MICRO,1,Non-seasonal,14,27.3703193,Arima(transform),16.44203164,27.3703193,27.3703193,Arima(transform),14.54440545,25.32353347,77.37830282
483,MICRO,1,Non-seasonal,15,28.07804005,Arima(transform),15.76474744,28.07804005,28.07804005,Arima(transform),14.10208538,24.51516254,84.78997494
484,MICRO,1,Non-seasonal,16,28.24630879,Arima(transform),14.94118894,28.24630879,28.24630879,Arima(transform),13.29466954,24.25301836,92.84493357
485,MICRO,1,Non-seasonal,17,28.62443783,Arima(transform),14.20977104,28.62443783,28.62443783,Arima(transform),12.58142961,25.01703959,101.6487739
486,MICRO,1,Non-seasonal,18,28.85832075,Arima(transform),14.32276606,28.85832075,28.85832075,Arima(transform),12.01473643,24.7683452,111.5241869
487,MICRO,0,Monthly,1,9.288912061,ETS,9.288912061,5.299295921,7.459943293,Arima(transform),13.72031662,10.9772423,13.52949163
488,MICRO,0,Monthly,2,4.696834349,ETS,4.696834349,5.979386145,4.704908642,Arima(transform),12.32890831,6.172615679,12.04215101
489,MICRO,0,Monthly,3,4.904345245,ETS,4.904345245,4.855155042,4.485528852,Arima(transform),15.83045974,6.5102867,15.44964654
490,MICRO,0,Monthly,4,4.090610949,ETS,4.090610949,5.490521683,4.258759051,Arima(transform),17.27640157,5.036561179,16.80069064
491,MICRO,0,Monthly,5,4.981272513,ETS,4.981272513,7.656944759,5.360087149,Arima(transform),16.67826412,5.384182669,16.10615884
492,MICRO,0,Monthly,6,4.8507342,ETS,4.8507342,8.451265578,6.341946752,Arima(transform),15.40392977,5.846406327,14.7348801
493,MICRO,0,Monthly,7,4.657735709,ETS,4.657735709,7.866001164,5.936235217,Arima(transform),15.00314341,5.051277553,14.23753199
494,MICRO,0,Monthly,8,5.037353448,ETS,5.037353448,8.978178193,7.360450569,Arima(transform),13.2506006,6.186883565,12.77368842
495,MICRO,0,Monthly,9,4.689417809,ETS,4.689417809,8.750495656,7.12715057,Arima(transform),12.08424963,5.698626905,11.46714495
496,MICRO,0,Monthly,10,5.315627907,ETS,5.315627907,8.270904288,7.037873807,Arima(transform),10.95017411,6.144112503,10.43946833
497,MICRO,0,Monthly,11,5.590216417,ETS,5.590216417,7.544207493,6.903956232,Arima(transform),10.34447789,6.434339488,9.686674501
498,MICRO,0,Monthly,12,5.934841331,ETS,5.934841331,8.290611797,7.089390012,Arima(transform),9.942622141,6.358328604,9.53318359
499,MICRO,0,Monthly,13,5.855409716,ETS,5.855409716,8.092735627,6.573740575,Arima(transform),9.89336856,6.373309477,9.321785685
500,MICRO,0,Monthly,14,5.491851258,ETS,5.491851258,8.336954027,6.414267287,Arima(transform),10.02703551,6.075058957,9.302663074
501,MICRO,0,Monthly,15,5.343200188,ETS,5.343200188,8.938727419,6.495147735,Arima(transform),10.31094743,5.765703042,9.441333954
502,MICRO,0,Monthly,16,5.257641644,ETS,5.257641644,9.593279811,6.846397621,Arima(transform),10.66651322,5.797723283,9.657743068
503,MICRO,0,Monthly,17,5.531601941,ETS,5.531601941,10.45060168,7.271994047,Arima(transform),10.79658846,5.938276884,9.653057263
504,MICRO,0,Monthly,18,5.318493087,ETS,5.318493087,10.75149332,7.523760084,Arima(transform),10.83501414,5.924928485,9.560569006
505,MICRO,1,Monthly,1,22.40305034,ETS,22.40305034,30.85465766,30.85465766,Arima(transform),28.48751836,55.44554455,26.46801538
506,MICRO,1,Monthly,2,15.84976934,ETS,15.84976934,19.54609339,19.54609339,Arima(transform),17.15381209,28.39936226,14.06485774
507,MICRO,1,Monthly,3,16.72417018,ETS,16.72417018,27.7968758,27.7968758,Arima(transform),25.43276431,21.57941101,21.35115564
508,MICRO,1,Monthly,4,17.71591854,ETS,17.71591854,32.96948271,32.96948271,Arima(transform),30.62520614,16.79431436,25.53354359
509,MICRO,1,Monthly,5,19.38246287,ETS,19.38246287,33.29391657,33.29391657,Arima(transform),30.94792611,15.29764888,24.76545607
510,MICRO,1,Monthly,6,17.55869444,ETS,17.55869444,28.77709518,28.77709518,Arima(transform),27.22495277,15.70054394,24.23278297
511,MICRO,1,Monthly,7,17.35913337,ETS,17.35913337,28.3270461,28.3270461,Arima(transform),26.65602634,15.12673035,21.90768704
512,MICRO,1,Monthly,8,18.55324283,ETS,18.55324283,30.32347041,30.32347041,Arima(transform),28.57285664,16.41458321,22.25749228
513,MICRO,1,Monthly,9,21.05201699,ETS,21.05201699,32.17059182,32.17059182,Arima(transform),30.35966013,20.6215502,22.56570942
514,MICRO,1,Monthly,10,22.13934629,ETS,22.13934629,32.30958522,32.30958522,Arima(transform),30.44405073,25.78099248,21.17643161
515,MICRO,1,Monthly,11,21.74600257,ETS,21.74600257,32.02645014,32.02645014,Arima(transform),30.1147877,26.86498572,19.39772307
516,MICRO,1,Monthly,12,22.68676833,ETS,22.68676833,33.49547667,33.49547667,Arima(transform),31.55328777,28.57430262,19.46375471
517,MICRO,1,Monthly,13,21.87539165,ETS,21.87539165,31.42798751,31.42798751,Arima(transform),29.44914833,28.85097,19.99833317
518,MICRO,1,Monthly,14,25.61541347,ETS,25.61541347,36.08055902,36.08055902,Arima(transform),34.109707,33.30402484,23.33285268
519,MICRO,1,Monthly,15,26.65547329,ETS,26.65547329,38.61687096,38.61687096,Arima(transform),36.63759134,33.76206802,24.34092404
520,MICRO,1,Monthly,16,27.7210576,ETS,27.7210576,41.07512447,41.07512447,Arima(transform),39.09064968,33.83354254,25.31266887
521,MICRO,1,Monthly,17,29.49856417,ETS,29.49856417,45.37034155,45.37034155,Arima(transform),43.40589377,36.58144858,28.52836003
522,MICRO,1,Monthly,18,33.38891472,ETS,33.38891472,48.81813878,48.81813878,Arima(transform),46.86653556,40.04622191,30.77546499
523,MICRO,0,Monthly,1,34.95305714,ETS,34.95305714,21.93791957,34.95305714,ETS,41.56692057,14.99364676,42.40670868
524,MICRO,0,Monthly,2,32.77378788,ETS,32.77378788,40.92570773,32.77378788,ETS,61.64640445,22.61522047,62.79231456
525,MICRO,0,Monthly,3,34.71103842,ETS,34.71103842,38.3513421,34.71103842,ETS,67.62992874,18.75598951,69.12299379
526,MICRO,0,Monthly,4,30.34673033,ETS,30.34673033,34.38645944,30.34673033,ETS,68.24069473,16.21542963,70.1165374
527,MICRO,0,Monthly,5,33.20841789,ETS,33.20841789,30.12731211,33.20841789,ETS,63.0641715,21.83867196,65.3857015
528,MICRO,0,Monthly,6,33.78197623,ETS,33.78197623,30.44050701,33.78197623,ETS,52.70430582,28.46445018,55.49841861
529,MICRO,0,Monthly,7,32.23103378,ETS,32.23103378,28.81277555,32.23103378,ETS,47.36439459,32.38581137,50.60831747
530,MICRO,0,Monthly,8,29.1655772,ETS,29.1655772,28.38637901,29.1655772,ETS,43.33338015,35.18004155,47.01706176
531,MICRO,0,Monthly,9,26.5319492,ETS,26.5319492,27.05123303,26.5319492,ETS,40.0371143,32.63567047,44.15401535
532,MICRO,0,Monthly,10,26.77764145,ETS,26.77764145,30.23675567,26.77764145,ETS,39.81718666,31.44667969,42.70098603
533,MICRO,0,Monthly,11,25.42700188,ETS,25.42700188,27.74930451,25.42700188,ETS,37.72443105,32.04212206,41.17843287
534,MICRO,0,Monthly,12,24.31604353,ETS,24.31604353,25.87471219,24.31604353,ETS,37.84940662,32.64062338,41.81348517
535,MICRO,0,Monthly,13,22.60462329,ETS,22.60462329,25.6296108,22.60462329,ETS,35.3069175,31.84279909,39.79901763
536,MICRO,0,Monthly,14,21.38721849,ETS,21.38721849,25.50060553,21.38721849,ETS,37.04564645,29.93937095,41.96109515
537,MICRO,0,Monthly,15,20.72487248,ETS,20.72487248,24.23099792,20.72487248,ETS,38.2540976,30.48909657,43.59360461
538,MICRO,0,Monthly,16,21.38717959,ETS,21.38717959,23.46298263,21.38717959,ETS,39.44085266,30.00757867,45.18930712
539,MICRO,0,Monthly,17,23.05536958,ETS,23.05536958,22.74895544,23.05536958,ETS,39.30783116,31.14990749,45.50044409
540,MICRO,0,Monthly,18,23.0026524,ETS,23.0026524,22.8663041,23.0026524,ETS,37.99869833,32.07730914,44.65499409
541,MICRO,0,Non-seasonal,1,12.90913805,Arima,2.042864766,19.16964991,2.042864766,ETS,5.756731662,11.24880839,5.574773931
542,MICRO,0,Non-seasonal,2,28.77636481,Arima,27.83409646,30.59152824,27.83409646,ETS,34.6164011,25.56532,34.6889393
543,MICRO,0,Non-seasonal,3,29.45602089,Arima,32.95053164,27.2875128,32.95053164,ETS,40.73177244,25.63953521,40.94903516
544,MICRO,0,Non-seasonal,4,28.28644643,Arima,32.9153766,24.50749023,32.9153766,ETS,42.88494375,23.49882651,43.21829104
545,MICRO,0,Non-seasonal,5,22.7496825,Arima,26.54575808,21.6667161,26.54575808,ETS,40.90038262,23.04684882,41.34344314
546,MICRO,0,Non-seasonal,6,26.26496726,Arima,22.62270788,25.57803107,22.62270788,ETS,37.96878731,26.48681334,38.15907509
547,MICRO,0,Non-seasonal,7,28.45803108,Arima,23.77183017,28.85595805,23.77183017,ETS,36.04419545,27.87257056,36.02876336
548,MICRO,0,Non-seasonal,8,26.98257168,Arima,20.82052999,28.58977586,20.82052999,ETS,31.61057898,25.70428871,31.77802116
549,MICRO,0,Non-seasonal,9,29.53916265,Arima,20.6745405,31.70556811,20.6745405,ETS,32.32945858,27.05896386,32.3037929
550,MICRO,0,Non-seasonal,10,28.68059352,Arima,18.83150436,32.68098559,18.83150436,ETS,32.44046176,26.07376573,32.24152279
551,MICRO,0,Non-seasonal,11,28.03744384,Arima,19.04745889,33.65090435,19.04745889,ETS,32.88451423,25.43861766,32.52916194
552,MICRO,0,Non-seasonal,12,26.54103028,Arima,17.74591295,32.56082685,17.74591295,ETS,30.35388312,23.52847793,30.20838845
553,MICRO,0,Non-seasonal,13,26.90472042,Arima,17.31529488,32.81695513,17.31529488,ETS,29.23782061,23.35702878,28.92434665
554,MICRO,0,Non-seasonal,14,26.45543062,Arima,18.26310159,31.58409063,18.26310159,ETS,30.07896377,22.8490272,29.95984159
555,MICRO,0,Non-seasonal,15,27.41341804,Arima,19.01672469,32.65020171,19.01672469,ETS,29.36327925,24.44853164,29.07373623
556,MICRO,0,Non-seasonal,16,26.65605314,Arima,19.1303036,31.11373298,19.1303036,ETS,29.88602885,23.22787546,29.78737141
557,MICRO,0,Non-seasonal,17,25.73712358,Arima,18.13352389,29.29964697,18.13352389,ETS,30.252579,22.92141326,30.33288342
558,MICRO,0,Non-seasonal,18,26.61714643,Arima,17.15706252,30.18899929,17.15706252,ETS,29.73245855,23.94505993,29.63063056
559,MICRO,1,Non-seasonal,1,1.799135514,Arima,3.660164063,1.799135514,1.799135514,Arima,1.33037694,12.15932914,0.913697151
560,MICRO,1,Non-seasonal,2,3.129418293,Arima,4.852769362,3.129418293,3.129418293,Arima,2.820360884,6.9307284,3.029351912
561,MICRO,1,Non-seasonal,3,3.278166744,Arima,3.961081063,3.278166744,3.278166744,Arima,4.315552614,5.555065039,4.036906458
562,MICRO,1,Non-seasonal,4,3.435741032,Arima,3.403243937,3.435741032,3.435741032,Arima,5.540811926,4.880584494,4.913242688
563,MICRO,1,Non-seasonal,5,3.788086221,Arima,5.01418478,3.788086221,3.788086221,Arima,4.868379388,5.24077049,4.786420352
564,MICRO,1,Non-seasonal,6,3.826102189,Arima,5.120628567,3.826102189,3.826102189,Arima,4.348103638,4.805905233,4.700804839
565,MICRO,1,Non-seasonal,7,4.490671129,Arima,5.955066629,4.490671129,4.490671129,Arima,4.699590353,5.409669923,5.423172222
566,MICRO,1,Non-seasonal,8,4.780909551,Arima,5.612391754,4.780909551,4.780909551,Arima,4.911715119,5.260887343,5.967047846
567,MICRO,1,Non-seasonal,9,4.8670978,Arima,5.409347505,4.8670978,4.8670978,Arima,4.797934438,4.818490716,6.159446379
568,MICRO,1,Non-seasonal,10,5.565038921,Arima,5.432251077,5.565038921,5.565038921,Arima,5.401474327,4.617202767,7.049757948
569,MICRO,1,Non-seasonal,11,6.101071319,Arima,5.306321535,6.101071319,6.101071319,Arima,5.750767341,4.646390843,7.673397868
570,MICRO,1,Non-seasonal,12,6.460075502,Arima,5.474582887,6.460075502,6.460075502,Arima,5.80458577,4.792240646,7.992678723
571,MICRO,1,Non-seasonal,13,6.856521782,Arima,5.755171073,6.856521782,6.856521782,Arima,6.191412506,4.423606751,8.636673995
572,MICRO,1,Non-seasonal,14,7.44230417,Arima,6.34034865,7.44230417,7.44230417,Arima,6.579044274,4.751662943,9.275749571
573,MICRO,1,Non-seasonal,15,7.648827944,Arima,6.585991601,7.648827944,7.648827944,Arima,6.427797644,5.022256926,9.373437707
574,MICRO,1,Non-seasonal,16,7.913916059,Arima,6.973578065,7.913916059,7.913916059,Arima,6.321759216,5.401270524,9.512841416
575,MICRO,1,Non-seasonal,17,7.613026917,Arima,6.932189857,7.613026917,7.613026917,Arima,6.160917141,5.137515269,9.17344318
576,MICRO,1,Non-seasonal,18,7.866540183,Arima,7.172832709,7.866540183,7.866540183,Arima,6.196894558,5.279448182,9.472980212
577,MICRO,1,Non-seasonal,1,11.23979981,Arima(transform),0.148713999,10.43882489,11.23979981,Arima(transform),2.259887006,15.78947368,1.715465664
578,MICRO,1,Non-seasonal,2,8.246772811,Arima(transform),6.961920306,7.118881062,8.246772811,Arima(transform),1.691741256,8.735072977,0.873570653
579,MICRO,1,Non-seasonal,3,6.411193546,Arima(transform),9.578566117,5.129189843,6.411193546,Arima(transform),2.762704888,11.94254463,2.764273291
580,MICRO,1,Non-seasonal,4,5.098514707,Arima(transform),12.08852454,4.830472531,5.098514707,Arima(transform),3.298186704,9.224288148,3.847842706
581,MICRO,1,Non-seasonal,5,6.974356006,Arima(transform),16.13565966,7.632451823,6.974356006,Arima(transform),5.540103767,12.50204632,6.526854421
582,MICRO,1,Non-seasonal,6,6.140057722,Arima(transform),15.22199849,7.101635087,6.140057722,Arima(transform),5.256022546,11.43406907,6.629924242
583,MICRO,1,Non-seasonal,7,6.284456968,Arima(transform),15.41955812,7.183712586,6.284456968,Arima(transform),6.088275639,10.53323137,7.817129935
584,MICRO,1,Non-seasonal,8,5.530769121,Arima(transform),13.97284137,6.481829487,5.530769121,Arima(transform),5.397269195,9.939120798,7.32504235
585,MICRO,1,Non-seasonal,9,5.382942779,Arima(transform),13.432529,6.1225089,5.382942779,Arima(transform),5.633892809,9.365278022,7.902753389
586,MICRO,1,Non-seasonal,10,6.336211209,Arima(transform),14.35381152,6.964119393,6.336211209,Arima(transform),7.080553779,9.23635117,9.673494754
587,MICRO,1,Non-seasonal,11,5.97191677,Arima(transform),13.45044803,6.490278336,5.97191677,Arima(transform),6.930938218,8.956123441,9.846988041
588,MICRO,1,Non-seasonal,12,6.3683229,Arima(transform),12.85417257,6.43816911,6.3683229,Arima(transform),6.78315946,8.639579248,9.158002878
589,MICRO,1,Non-seasonal,13,7.103420743,Arima(transform),14.18037527,7.330271844,7.103420743,Arima(transform),8.013091596,8.690559735,10.75851478
590,MICRO,1,Non-seasonal,14,7.370194796,Arima(transform),13.99049988,7.383444331,7.370194796,Arima(transform),8.065467603,8.734257295,10.05044301
591,MICRO,1,Non-seasonal,15,7.730711657,Arima(transform),13.85115183,7.389685335,7.730711657,Arima(transform),7.75504249,9.923067878,9.71943408
592,MICRO,1,Non-seasonal,16,7.860394763,Arima(transform),13.84961056,7.269192009,7.860394763,Arima(transform),7.666605937,9.938469356,9.283617554
593,MICRO,1,Non-seasonal,17,7.556734997,Arima(transform),14.11174947,6.871573252,7.556734997,Arima(transform),7.519016947,9.710359751,9.003737112
594,MICRO,1,Non-seasonal,18,7.365689371,Arima(transform),14.28082288,6.873056128,7.365689371,Arima(transform),7.373773348,9.5688139,9.345843049
595,MICRO,0,Monthly,1,38.02679382,ETS,38.02679382,18.26543728,18.26543728,Arima(transform),25.1223491,14.21143847,25.49747459
596,MICRO,0,Monthly,2,31.58849272,ETS,31.58849272,17.62171804,17.62171804,Arima(transform),24.48331567,10.74369617,25.04580511
597,MICRO,0,Monthly,3,43.98926212,ETS,43.98926212,30.67873063,30.67873063,Arima(transform),37.35811766,13.54365639,38.07446674
598,MICRO,0,Monthly,4,40.4036449,ETS,40.4036449,31.33266322,31.33266322,Arima(transform),38.01858825,13.70838257,38.91919944
599,MICRO,0,Monthly,5,32.46184841,ETS,32.46184841,27.67189864,27.67189864,Arima(transform),34.39893434,12.974141,35.4936631
600,MICRO,0,Monthly,6,27.38566404,ETS,27.38566404,27.6047966,27.6047966,Arima(transform),32.07067994,20.38625225,32.60882981
601,MICRO,0,Monthly,7,27.40127651,ETS,27.40127651,29.80135914,29.80135914,Arima(transform),34.56742858,21.37713113,35.38133368
602,MICRO,0,Monthly,8,28.45961368,ETS,28.45961368,27.79320688,27.79320688,Arima(transform),32.82443766,20.0430179,33.90823829
603,MICRO,0,Monthly,9,31.59338012,ETS,31.59338012,29.02980313,29.02980313,Arima(transform),34.23856697,22.62949365,35.55660589
604,MICRO,0,Monthly,10,33.12954327,ETS,33.12954327,28.5619084,28.5619084,Arima(transform),33.93028816,24.8469138,35.48116402
605,MICRO,0,Monthly,11,32.09555029,ETS,32.09555029,27.31136608,27.31136608,Arima(transform),32.81723896,25.50379593,34.59600407
606,MICRO,0,Monthly,12,32.62211501,ETS,32.62211501,28.84905558,28.84905558,Arima(transform),34.43956838,27.73557894,36.41595896
607,MICRO,0,Monthly,13,32.73855315,ETS,32.73855315,27.7275672,27.7275672,Arima(transform),33.41758975,26.38700222,35.60954416
608,MICRO,0,Monthly,14,35.811916,ETS,35.811916,30.64544527,30.64544527,Arima(transform),36.36110945,28.77680716,38.71363126
609,MICRO,0,Monthly,15,38.51557314,ETS,38.51557314,32.91657611,32.91657611,Arima(transform),38.66062071,28.70826609,41.17785346
610,MICRO,0,Monthly,16,38.08190238,ETS,38.08190238,33.06006514,33.06006514,Arima(transform),38.86264918,27.67870534,41.57473896
611,MICRO,0,Monthly,17,36.57803776,ETS,36.57803776,32.65206147,32.65206147,Arima(transform),38.51257525,26.23765882,41.42320729
612,MICRO,0,Monthly,18,36.49869703,ETS,36.49869703,31.39774209,31.39774209,Arima(transform),37.31638396,25.97464056,40.43088527
613,MICRO,0,Monthly,1,0.262971436,ETS,0.262971436,0.408100895,0.262971436,ETS,2.53968254,0.64516129,2.469355653
614,MICRO,0,Monthly,2,1.879697509,ETS,1.879697509,0.74739357,1.879697509,ETS,1.742282215,1.442580645,1.636757447
615,MICRO,0,Monthly,3,2.138005098,ETS,2.138005098,0.663426708,2.138005098,ETS,1.901088302,1.827521296,1.76035887
616,MICRO,0,Monthly,4,2.404333251,ETS,2.404333251,0.883112528,2.404333251,ETS,1.504309162,2.250640972,1.328349901
617,MICRO,0,Monthly,5,2.262323854,ETS,2.262323854,0.806728571,2.262323854,ETS,1.711383837,2.190123167,1.500189209
618,MICRO,0,Monthly,6,2.545455823,ETS,2.545455823,1.190119168,2.545455823,ETS,1.582159438,2.67435954,1.476623493
619,MICRO,0,Monthly,7,2.734209568,ETS,2.734209568,1.457316077,2.734209568,ETS,1.489856296,2.973661799,1.469881208
620,MICRO,0,Monthly,8,2.637229979,ETS,2.637229979,1.393985935,2.637229979,ETS,1.580961818,2.601954074,1.492978586
621,MICRO,0,Monthly,9,2.368855773,ETS,2.368855773,1.473351219,2.368855773,ETS,1.509303554,2.521834482,1.501630014
622,MICRO,0,Monthly,10,2.169336844,ETS,2.169336844,1.441818644,2.169336844,ETS,1.451976943,2.484704797,1.515629302
623,MICRO,0,Monthly,11,2.003059217,ETS,2.003059217,1.40908738,2.003059217,ETS,1.433261395,2.286924271,1.561708888
624,MICRO,0,Monthly,12,2.048755107,ETS,2.048755107,1.551763625,2.048755107,ETS,1.579215727,2.36174003,1.626361323
625,MICRO,0,Monthly,13,1.895624239,ETS,1.895624239,1.451619014,1.895624239,ETS,1.628406861,2.254389533,1.60129495
626,MICRO,0,Monthly,14,1.873062024,ETS,1.873062024,1.412754323,1.873062024,ETS,1.716498172,2.116440408,1.620671318
627,MICRO,0,Monthly,15,1.795722051,ETS,1.795722051,1.429133898,1.795722051,ETS,1.879398294,2.019060228,1.719296738
628,MICRO,0,Monthly,16,1.961793786,ETS,1.961793786,1.530045531,1.961793786,ETS,1.820438241,2.190961173,1.741050551
629,MICRO,0,Monthly,17,1.850720247,ETS,1.850720247,1.548667604,1.850720247,ETS,1.958059521,2.081335942,1.812627506
630,MICRO,0,Monthly,18,1.810501574,ETS,1.810501574,1.481780416,1.810501574,ETS,1.954763668,2.091356859,1.746652334
631,MICRO,1,Non-seasonal,1,5.918420058,Arima(transform),5.774584699,5.835746658,5.774584699,ETS,6.87593423,4.12979351,6.925076153
632,MICRO,1,Non-seasonal,2,3.400230224,Arima(transform),3.256334537,3.317521829,3.256334537,ETS,4.358212514,3.266097956,4.431991684
633,MICRO,1,Non-seasonal,3,2.483278518,Arima(transform),2.435333562,2.455720876,2.435333562,ETS,3.00851468,2.990406768,3.10692533
634,MICRO,1,Non-seasonal,4,2.257354841,Arima(transform),2.257383264,2.257371464,2.257383264,ETS,2.411665513,2.714503189,2.436236995
635,MICRO,1,Non-seasonal,5,2.873717448,Arima(transform),2.844968481,2.857193388,2.844968481,ETS,3.188702725,3.185015368,3.257558139
636,MICRO,1,Non-seasonal,6,2.541771272,Arima(transform),2.49382113,2.514210657,2.49382113,ETS,2.964000737,3.22089766,3.070636491
637,MICRO,1,Non-seasonal,7,2.30466686,Arima(transform),2.243001593,2.269222992,2.243001593,ETS,2.803499317,2.760769423,2.944169657
638,MICRO,1,Non-seasonal,8,2.088787286,Arima(transform),2.016835495,2.047430869,2.016835495,ETS,2.645074191,2.802670149,2.817442448
639,MICRO,1,Non-seasonal,9,2.022042155,Arima(transform),1.942090434,1.976087504,1.942090434,ETS,2.623008523,2.971372094,2.825513548
640,MICRO,1,Non-seasonal,10,2.295482709,Arima(transform),2.20913822,2.245853637,2.20913822,ETS,2.932136243,2.732885911,3.163656706
641,MICRO,1,Non-seasonal,11,2.139314305,Arima(transform),2.047732274,2.086674762,2.047732274,ETS,2.805223703,2.512200238,3.06501474
642,MICRO,1,Non-seasonal,12,2.24988128,Arima(transform),2.177923862,2.208521649,2.177923862,ETS,2.780441477,2.511836634,2.969255195
643,MICRO,1,Non-seasonal,13,2.237616866,Arima(transform),2.160122041,2.193074425,2.160122041,ETS,2.80108294,2.341753192,3.02470481
644,MICRO,1,Non-seasonal,14,2.190614505,Arima(transform),2.128937064,2.155163625,2.128937064,ETS,2.645371159,2.521858098,2.813647289
645,MICRO,1,Non-seasonal,15,2.212470709,Arima(transform),2.164500713,2.184898641,2.164500713,ETS,2.573017242,2.640913712,2.680706016
646,MICRO,1,Non-seasonal,16,2.271019245,Arima(transform),2.235042438,2.250340668,2.235042438,ETS,2.549136372,2.495666431,2.60071567
647,MICRO,1,Non-seasonal,17,2.28557444,Arima(transform),2.260180636,2.270978797,2.260180636,ETS,2.49095555,2.51302121,2.490107247
648,MICRO,1,Non-seasonal,18,2.194674477,Arima(transform),2.178689023,2.185486584,2.178689023,ETS,2.369742409,2.47725108,2.418347891
649,MICRO,0,Non-seasonal,1,2.494945443,Arima,2.725862545,2.464352111,2.464352111,Arima(transform),1.937984496,3.650336215,1.92901584
650,MICRO,0,Non-seasonal,2,1.511021249,Arima,1.661046179,1.47502725,1.47502725,Arima(transform),1.064869525,2.301812531,1.069355085
651,MICRO,0,Non-seasonal,3,1.908635711,Arima,2.015984968,1.869544768,1.869544768,Arima(transform),1.355907849,1.729663638,1.349928753
652,MICRO,0,Non-seasonal,4,1.435201636,Arima,1.517779753,1.410099184,1.410099184,Arima(transform),1.208135476,1.344912171,1.212621718
653,MICRO,0,Non-seasonal,5,1.497763199,Arima,1.564677599,1.468256157,1.468256157,Arima(transform),1.159372411,1.230369891,1.1539905
654,MICRO,0,Non-seasonal,6,1.800044449,Arima,1.856321684,1.767576605,1.767576605,Arima(transform),1.387264505,1.637224507,1.373809474
655,MICRO,0,Non-seasonal,7,1.682516613,Arima,1.731147352,1.647924951,1.647924951,Arima(transform),1.216529999,1.596946134,1.196025212
656,MICRO,0,Non-seasonal,8,1.498598196,Arima,1.541481665,1.462411481,1.462411481,Arima(transform),1.136234084,1.421160088,1.127264623
657,MICRO,0,Non-seasonal,9,1.440695928,Arima,1.479106076,1.403268147,1.403268147,Arima(transform),1.031332848,1.390723138,1.014387285
658,MICRO,0,Non-seasonal,10,1.413623685,Arima,1.44845433,1.375202933,1.375202933,Arima(transform),0.966661101,1.740372628,0.942437004
659,MICRO,0,Non-seasonal,11,1.339077631,Arima,1.370979374,1.299844293,1.299844293,Arima(transform),0.896215052,1.599555804,0.883166651
660,MICRO,0,Non-seasonal,12,1.245088647,Arima,1.274549581,1.205178113,1.205178113,Arima(transform),0.869377354,1.514106377,0.866390154
661,MICRO,0,Non-seasonal,13,1.313771871,Arima,1.341167465,1.273288725,1.273288725,Arima(transform),0.906552712,1.633416202,0.894821347
662,MICRO,0,Non-seasonal,14,1.386551616,Arima,1.412176911,1.345577731,1.345577731,Arima(transform),0.952326717,1.709051308,0.932459073
663,MICRO,0,Non-seasonal,15,1.501803173,Arima,1.525894189,1.460404315,1.460404315,Arima(transform),1.044178075,1.660282361,1.016660959
664,MICRO,0,Non-seasonal,16,1.627247861,Arima,1.649996372,1.585477342,1.585477342,Arima(transform),1.149150408,1.762625286,1.114379156
665,MICRO,0,Non-seasonal,17,1.623060327,Arima,1.644624312,1.580961189,1.580961189,Arima(transform),1.126889379,1.692976275,1.085187666
666,MICRO,0,Non-seasonal,18,1.565869092,Arima,1.586380173,1.523477716,1.523477716,Arima(transform),1.074937444,1.651882529,1.044528816
667,MICRO,1,Non-seasonal,1,0.585118924,Arima(transform),7.126863334,0.585118924,0.585118924,Arima(transform),0.913242009,14.62585034,0.92683468
668,MICRO,1,Non-seasonal,2,6.035496643,Arima(transform),6.039807826,6.035496643,6.035496643,Arima(transform),6.036020146,7.721088435,6.029266656
669,MICRO,1,Non-seasonal,3,4.733630358,Arima(transform),5.497894016,4.733630358,4.733630358,Arima(transform),4.624614031,8.159611671,4.606521671
670,MICRO,1,Non-seasonal,4,5.80600677,Arima(transform),4.744514525,5.80600677,5.80600677,Arima(transform),5.642373567,6.582282344,5.615239639
671,MICRO,1,Non-seasonal,5,4.999235375,Arima(transform),4.749943571,4.999235375,4.999235375,Arima(transform),4.802707518,7.458642511,4.767411786
672,MICRO,1,Non-seasonal,6,5.66988548,Arima(transform),4.372348985,5.66988548,5.66988548,Arima(transform),5.451531627,8.596487806,5.408555623
