ID,Type,Trend,Seasonality,Horizon,sMAPE,Model,sMAPE_ETS,sMAPE_Arima,sMAPE_cv,Model_cv,sMAPE_naive,sMAPE_snaive,sMAPE_drift
1,MICRO,0,Non-seasonal,1,19.69923727,Arima(transform),20.83842244,19.69923727,20.83478261,Arima,10.3286385,15.52511416,9.451938496
2,MICRO,0,Non-seasonal,2,11.11264752,Arima(transform),12.25760515,11.11264752,12.25394596,Arima,8.612595111,10.20158147,9.055651043
3,MICRO,0,Non-seasonal,3,10.49027073,Arima(transform),10.87062805,10.49027073,10.86941317,Arima,11.94955733,9.632457143,13.12279001
4,MICRO,0,Non-seasonal,4,10.44600069,Arima(transform),11.01816773,10.44600069,11.01633964,Arima,9.186383247,10.08148571,10.50851573
5,MICRO,0,Non-seasonal,5,8.862012106,Arima(transform),9.549891749,8.862012106,9.547693578,Arima,8.728416943,10.26991298,10.6789394
6,MICRO,0,Non-seasonal,6,8.92592961,Arima(transform),9.307688766,8.92592961,9.306469246,Arima,10.37759442,11.08150119,12.89159571
7,MICRO,0,Non-seasonal,7,7.658929789,Arima(transform),8.150579827,7.658929789,8.149008862,Arima,10.23246695,9.615047667,13.28666099
8,MICRO,0,Non-seasonal,8,10.84718559,Arima(transform),11.13732731,10.84718559,11.13640087,Arima,14.23509872,12.27222711,17.76719569
9,MICRO,0,Non-seasonal,9,13.20043639,Arima(transform),13.33361597,13.20043639,13.33319157,Arima,17.22394906,14.29847683,21.22863238
10,MICRO,0,Non-seasonal,10,14.55085771,Arima(transform),14.55758472,14.55085771,14.55756472,Arima,19.09129774,13.11402792,23.57385425
11,MICRO,0,Non-seasonal,11,13.93311205,Arima(transform),13.83472541,13.93311205,13.83504139,Arima,18.91416678,12.19120383,23.89776567
12,MICRO,0,Non-seasonal,12,13.3369823,Arima(transform),13.34258209,13.3369823,13.34256558,Arima,17.55825053,11.3955345,23.04919544
13,MICRO,0,Non-seasonal,13,14.61584501,Arima(transform),14.70749066,14.61584501,14.70719919,Arima,17.79912781,12.50644112,21.94409233
14,MICRO,0,Non-seasonal,14,15.30254329,Arima(transform),15.30657885,15.30254329,15.30656754,Arima,18.91756504,13.17799012,23.66268483
15,MICRO,0,Non-seasonal,15,14.79249273,Arima(transform),14.87286322,14.79249273,14.87260782,Arima,17.77438814,12.85968154,23.13896648
16,MICRO,0,Non-seasonal,16,14.62777574,Arima(transform),14.63142646,14.62777574,14.63141631,Arima,18.0081104,14.15679178,23.95990669
17,MICRO,0,Non-seasonal,17,14.35448433,Arima(transform),14.29036383,14.35448433,14.29057031,Arima,18.08732971,13.41118529,24.61824893
18,MICRO,0,Non-seasonal,18,14.68932511,Arima(transform),14.5654495,14.68932511,14.56584705,Arima,18.73013332,14.12263213,25.81550703
19,MICRO,0,Non-seasonal,1,2.233971926,ETS,2.233971926,5.374592577,5.374592577,Arima,6.034482759,0.892857143,5.984306286
20,MICRO,0,Non-seasonal,2,4.052501059,ETS,4.052501059,4.052659138,4.052659138,Arima,4.052438067,6.76451136,4.077578613
21,MICRO,0,Non-seasonal,3,5.902763792,ETS,5.902763792,6.946855275,6.946855275,Arima,7.165911092,9.112495324,7.132647202
22,MICRO,0,Non-seasonal,4,5.481863148,ETS,5.481863148,5.47963015,5.47963015,Arima,5.478817453,10.52564666,5.504128886
23,MICRO,0,Non-seasonal,5,6.361744484,ETS,6.361744484,5.73269226,5.73269226,Arima,5.600092502,11.1994647,5.670565497
24,MICRO,0,Non-seasonal,6,7.967851159,ETS,7.967851159,7.963231724,7.963231724,Arima,7.961762908,11.40625248,7.970689386
25,MICRO,0,Non-seasonal,7,8.408477043,ETS,8.408477043,7.956704532,7.956704532,Arima,7.861234567,10.63564842,7.919113977
26,MICRO,0,Non-seasonal,8,7.884812565,ETS,7.884812565,7.096860812,7.096860812,Arima,6.930772313,9.563924324,7.031726613
27,MICRO,0,Non-seasonal,9,10.12004662,ETS,10.12004662,9.076670711,9.076670711,Arima,8.856764932,9.610464765,8.996070651
28,MICRO,0,Non-seasonal,10,10.88663142,ETS,10.88663142,9.635485253,9.635485253,Arima,9.371866649,8.721882057,9.54732162
29,MICRO,0,Non-seasonal,11,10.46781503,ETS,10.46781503,9.044953501,9.044953501,Arima,8.745273212,8.865386341,8.955116508
30,MICRO,0,Non-seasonal,12,10.08474963,ETS,10.08474963,8.518767851,8.518767851,Arima,8.189033225,8.299136927,8.431743528
31,MICRO,0,Non-seasonal,13,9.72386819,ETS,9.72386819,8.519727312,8.519727312,Arima,8.266059284,7.835170525,8.439824763
32,MICRO,0,Non-seasonal,14,9.621964869,ETS,9.621964869,8.279676787,8.279676787,Arima,7.996982014,8.350784305,8.208692476
33,MICRO,0,Non-seasonal,15,9.371902557,ETS,9.371902557,7.909746714,7.909746714,Arima,7.601876105,7.904258188,7.849864155
34,MICRO,0,Non-seasonal,16,9.567856444,ETS,9.567856444,8.392473277,8.392473277,Arima,8.144858396,7.532193271,8.327253463
35,MICRO,0,Non-seasonal,17,9.1043335,ETS,9.1043335,7.984315436,7.984315436,Arima,7.79011172,7.425257533,7.91135661
36,MICRO,0,Non-seasonal,18,8.624754074,ETS,8.624754074,7.741483109,7.741483109,Arima,7.59474464,7.185199495,7.658834718
37,MICRO,1,Non-seasonal,1,17.73679046,Arima(transform),12.12894484,17.870591,17.73679046,Arima(transform),10.84337349,10.73825503,10.92879723
38,MICRO,1,Non-seasonal,2,11.72318109,Arima(transform),9.129916791,11.85721673,11.72318109,Arima(transform),7.611467769,6.73070089,7.739777845
39,MICRO,1,Non-seasonal,3,11.36578116,Arima(transform),10.01582263,11.48544883,11.36578116,Arima(transform),8.26792462,9.525893617,8.438867195
40,MICRO,1,Non-seasonal,4,15.89160204,Arima(transform),14.80111495,16.00787293,15.89160204,Arima(transform),12.83524767,10.77763821,13.04749665
41,MICRO,1,Non-seasonal,5,15.10927547,Arima(transform),14.38070432,15.22575418,15.10927547,Arima(transform),12.1843658,11.53756246,12.43949097
42,MICRO,1,Non-seasonal,6,13.70347361,Arima(transform),13.36005722,13.81877872,13.70347361,Arima(transform),10.93336526,11.07296872,11.23141211
43,MICRO,1,Non-seasonal,7,14.75376553,Arima(transform),14.70019286,14.86800163,14.75376553,Arima(transform),12.05002737,12.21008194,12.39017916
44,MICRO,1,Non-seasonal,8,16.02034293,Arima(transform),16.23657274,16.1340719,16.02034293,Arima(transform),13.36571353,11.42295214,13.74764687
45,MICRO,1,Non-seasonal,9,15.48277119,Arima(transform),15.97382927,15.59618361,15.48277119,Arima(transform),12.87565913,11.85327026,13.30035452
46,MICRO,1,Non-seasonal,10,14.33401862,Arima(transform),15.08697969,14.44713297,14.33401862,Arima(transform),11.76100388,13.61713779,12.22856871
47,MICRO,1,Non-seasonal,11,13.82880979,Arima(transform),14.83360033,13.94170712,13.82880979,Arima(transform),11.28179221,12.77570442,11.79206045
48,MICRO,1,Non-seasonal,12,13.03397817,Arima(transform),14.2875654,13.14671734,13.03397817,Arima(transform),10.50999303,11.87941255,11.06300153
49,MICRO,1,Non-seasonal,13,13.08841171,Arima(transform),14.58459018,13.20096576,13.08841171,Arima(transform),10.58463684,11.74261236,11.18003773
50,MICRO,1,Non-seasonal,14,12.50215871,Arima(transform),14.23866828,12.61458869,12.50215871,Arima(transform),10.01465709,11.22512227,10.65271135
51,MICRO,1,Non-seasonal,15,12.01350845,Arima(transform),13.98742157,12.12583415,12.01350845,Arima(transform),9.540249999,11.04016107,10.22090832
52,MICRO,1,Non-seasonal,16,12.44851167,Arima(transform),14.65363358,12.56068645,12.44851167,Arima(transform),9.988876015,10.63892988,10.71148078
53,MICRO,1,Non-seasonal,17,12.45021108,Arima(transform),14.88654468,12.56228551,12.45021108,Arima(transform),10.00189567,10.90750332,10.76683549
54,MICRO,1,Non-seasonal,18,12.64755742,Arima(transform),15.3120023,12.75952781,12.64755742,Arima(transform),10.20959358,10.31971604,11.01664889
55,MICRO,1,Non-seasonal,1,39.97157112,Arima(transform),41.82298063,39.97157112,41.82298063,ETS,65.30612245,40,65.22360629
56,MICRO,1,Non-seasonal,2,39.97157112,Arima(transform),41.82298063,39.97157112,41.82298063,ETS,65.30612245,21.49253731,65.18229763
57,MICRO,1,Non-seasonal,3,27.66348657,Arima(transform),29.54156889,27.66348657,29.54156889,ETS,53.56691349,23.40133651,53.39400117
58,MICRO,1,Non-seasonal,4,30.02190382,Arima(transform),31.89605247,30.02190382,31.89605247,ETS,55.83175077,23.68003464,55.6186074
59,MICRO,1,Non-seasonal,5,24.83634531,Arima(transform),26.72185809,24.83634531,26.72185809,ETS,50.88762284,21.50560407,50.62679323
60,MICRO,1,Non-seasonal,6,20.86122386,Arima(transform),22.75448816,20.86122386,22.75448816,ETS,47.08471494,19.84441365,46.77658089
61,MICRO,1,Non-seasonal,7,18.61701394,Arima(transform),20.51558311,18.61701394,20.51558311,ETS,44.95016383,18.61463385,44.59578697
62,MICRO,1,Non-seasonal,8,19.73453184,Arima(transform),21.63239975,19.73453184,21.63239975,ETS,46.03871042,21.75655462,45.64256434
63,MICRO,1,Non-seasonal,9,18.72055817,Arima(transform),20.62152271,18.72055817,20.62152271,ETS,45.08362286,20.80289885,44.6419792
64,MICRO,1,Non-seasonal,10,17.47054398,Arima(transform),19.37438326,17.47054398,19.37438326,ETS,43.89364623,19.54735123,43.40591473
65,MICRO,1,Non-seasonal,11,19.38464943,Arima(transform),21.28423157,19.38464943,21.28423157,ETS,45.71780483,21.09626165,45.19098619
66,MICRO,1,Non-seasonal,12,19.13293103,Arima(transform),21.03402383,19.13293103,21.03402383,ETS,45.49054228,22.92079436,44.91898611
67,MICRO,1,Non-seasonal,13,18.3914951,Arima(transform),20.29457483,18.3914951,20.29457483,ETS,44.78847259,21.89025707,44.17098866
68,MICRO,1,Non-seasonal,14,23.43691342,Arima(transform),25.31424998,23.43691342,25.31424998,ETS,49.41242523,24.36979396,48.77376866
69,MICRO,1,Non-seasonal,15,23.37063059,Arima(transform),25.2498624,23.37063059,25.2498624,ETS,49.37185206,23.27145682,48.68820725
70,MICRO,1,Non-seasonal,16,23.6322885,Arima(transform),25.51237827,23.6322885,25.51237827,ETS,49.63976985,22.7429167,48.91237964
71,MICRO,1,Non-seasonal,17,24.3413078,Arima(transform),26.22065279,24.3413078,26.22065279,ETS,50.32605001,23.9973214,49.55694698
72,MICRO,1,Non-seasonal,18,23.96418145,Arima(transform),25.84554359,23.96418145,25.84554359,ETS,49.98190587,24.21854102,49.16681789
73,MICRO,0,Non-seasonal,1,18.06450287,Arima,18.17194157,17.44043058,18.06450287,Arima,27.48815166,18.90547264,27.5698721
74,MICRO,0,Non-seasonal,2,9.502863068,Arima,10.80432771,9.174202096,9.502863068,Arima,20.17423104,11.31320143,20.2980065
75,MICRO,0,Non-seasonal,3,8.658480321,Arima,8.348456426,8.06019542,8.658480321,Arima,17.7362575,11.82890443,17.90165299
76,MICRO,0,Non-seasonal,4,8.312124165,Arima,7.239245714,7.619934516,8.312124165,Arima,16.63552646,11.36036611,16.84238881
77,MICRO,0,Non-seasonal,5,8.272449619,Arima,7.001201801,7.922926537,8.272449619,Arima,13.98638727,11.07924311,14.23501041
78,MICRO,0,Non-seasonal,6,7.293304369,Arima,6.183374015,7.089267151,7.293304369,Arima,12.87922481,10.3927954,13.16941662
79,MICRO,0,Non-seasonal,7,7.846279792,Arima,7.062628983,7.567482759,7.846279792,Arima,14.14062226,10.84047749,14.47144418
80,MICRO,0,Non-seasonal,8,7.964289502,Arima,7.215753636,7.621880133,7.964289502,Arima,14.58392883,10.49973761,14.95578072
81,MICRO,0,Non-seasonal,9,8.252388671,Arima,7.557713191,7.867361851,8.252388671,Arima,15.15011828,10.20030877,15.56284124
82,MICRO,0,Non-seasonal,10,8.625235589,Arima,8.191744138,8.141466664,8.625235589,Arima,15.96068784,9.180277897,16.41396453
83,MICRO,0,Non-seasonal,11,9.160850073,Arima,9.248769829,8.581799264,9.160850073,Arima,17.15671123,8.44671728,17.64992199
84,MICRO,0,Non-seasonal,12,10.01109735,Arima,9.857151991,9.375039732,10.01109735,Arima,17.88384804,9.899686918,18.41743551
85,MICRO,0,Non-seasonal,13,9.779520281,Arima,9.660372954,9.094755139,9.779520281,Arima,17.79311273,9.756466775,18.36792418
86,MICRO,0,Non-seasonal,14,9.867622229,Arima,9.778262581,9.141260258,9.867622229,Arima,18.00000861,9.887733641,18.61567638
87,MICRO,0,Non-seasonal,15,9.909975262,Arima,9.846437143,9.147540829,9.909975262,Arima,18.14557379,10.57411715,18.802118
88,MICRO,0,Non-seasonal,16,10.17346393,Arima,10.13247749,9.379634183,10.17346393,Arima,18.49748941,11.18995692,19.19454694
89,MICRO,0,Non-seasonal,17,11.66644853,Arima,11.64489015,10.84685765,11.66644853,Arima,20.05045822,12.41667703,20.7849656
90,MICRO,0,Non-seasonal,18,12.75038714,Arima,12.74621988,11.90739109,12.75038714,Arima,21.19218298,13.21036149,21.96506893
91,MICRO,1,Non-seasonal,1,15.75251928,ETS,15.75251928,12.90466495,15.75251928,ETS,29.60725076,10.44776119,30.99604459
92,MICRO,1,Non-seasonal,2,20.8145315,ETS,20.8145315,17.55720027,20.8145315,ETS,33.92588243,5.993111366,35.97638501
93,MICRO,1,Non-seasonal,3,17.48828205,ETS,17.48828205,15.24134956,17.48828205,ETS,22.79315645,10.16111085,25.5615546
94,MICRO,1,Non-seasonal,4,24.51781274,ETS,24.51781274,20.96073866,24.51781274,ETS,30.8532566,12.62083314,34.20613099
95,MICRO,1,Non-seasonal,5,24.0999837,ETS,24.0999837,22.22738052,24.0999837,ETS,27.42770332,18.27346209,28.7311287
96,MICRO,1,Non-seasonal,6,21.15695993,ETS,21.15695993,21.37687101,21.15695993,ETS,23.03278627,21.93715025,25.49126485
97,MICRO,1,Non-seasonal,7,18.33592295,ETS,18.33592295,19.83783489,18.33592295,ETS,20.83528441,23.86777236,24.30134892
98,MICRO,1,Non-seasonal,8,18.26646795,ETS,18.26646795,20.85317914,18.26646795,ETS,19.83185908,26.74144367,21.51148281
99,MICRO,1,Non-seasonal,9,17.28085523,ETS,17.28085523,20.09028859,17.28085523,ETS,18.25349679,24.51281711,19.84230476
100,MICRO,1,Non-seasonal,10,16.85551761,ETS,16.85551761,20.17031531,16.85551761,ETS,17.47552866,24.33066469,18.14765859
101,MICRO,1,Non-seasonal,11,15.58967228,ETS,15.58967228,19.61442936,15.58967228,ETS,16.02926056,24.16227573,17.68322102
102,MICRO,1,Non-seasonal,12,14.85693607,ETS,14.85693607,19.24511104,14.85693607,ETS,15.24480352,22.70006743,16.97865726
103,MICRO,1,Non-seasonal,13,14.96638178,ETS,14.96638178,18.07037515,14.96638178,ETS,15.24885329,22.86372272,18.14295539
104,MICRO,1,Non-seasonal,14,15.05569766,ETS,15.05569766,16.97637449,15.05569766,ETS,15.1656857,22.87152631,19.1395477
105,MICRO,1,Non-seasonal,15,14.78069769,ETS,14.78069769,16.09120887,14.78069769,ETS,14.6646582,22.10751865,19.65971027
106,MICRO,1,Non-seasonal,16,13.9068838,ETS,13.9068838,16.01946982,13.9068838,ETS,13.97421525,23.1954036,19.49132401
107,MICRO,1,Non-seasonal,17,13.32223989,ETS,13.32223989,15.83608861,13.32223989,ETS,13.24435433,23.54156331,19.52990712
108,MICRO,1,Non-seasonal,18,12.863918,ETS,12.863918,15.67308309,12.863918,ETS,12.59558907,24.60965955,19.62712051
109,MICRO,1,Non-seasonal,1,14.51836839,ETS,14.51836839,21.55191446,14.51836839,ETS,44.93150685,3.130434783,46.19565217
110,MICRO,1,Non-seasonal,2,14.74296061,ETS,14.74296061,20.65654189,14.74296061,ETS,44.93150685,1.565217391,46.81750264
111,MICRO,1,Non-seasonal,3,11.86219314,ETS,11.86219314,14.66548855,11.86219314,ETS,37.97438802,11.09812307,40.52539391
112,MICRO,1,Non-seasonal,4,10.03041096,ETS,10.03041096,12.40919954,10.03041096,ETS,34.77802024,9.579131445,37.97350754
113,MICRO,1,Non-seasonal,5,10.07794094,ETS,10.07794094,10.09274249,10.07794094,ETS,31.6459456,10.26070775,35.48518901
114,MICRO,1,Non-seasonal,6,9.440466399,ETS,9.440466399,11.22067161,9.440466399,ETS,32.19728932,9.703802315,36.63916315
115,MICRO,1,Non-seasonal,7,8.776033448,ETS,8.776033448,10.94791385,8.776033448,ETS,30.99478008,9.196022148,36.05932007
116,MICRO,1,Non-seasonal,8,9.088337396,ETS,9.088337396,9.787253023,9.088337396,ETS,29.24421898,11.82514533,34.93493259
117,MICRO,1,Non-seasonal,9,10.32589164,ETS,10.32589164,9.646004136,10.32589164,ETS,26.84658412,14.09546969,33.16620602
118,MICRO,1,Non-seasonal,10,9.694764864,ETS,9.694764864,9.730121813,9.694764864,ETS,26.5119257,13.14969083,33.43098076
119,MICRO,1,Non-seasonal,11,8.846221238,ETS,8.846221238,10.10379236,8.846221238,ETS,26.60001573,13.0941903,34.10498891
120,MICRO,1,Non-seasonal,12,9.303344664,ETS,9.303344664,9.993526211,9.303344664,ETS,25.43368466,13.05334468,33.5447612
121,MICRO,1,Non-seasonal,13,9.914396627,ETS,9.914396627,11.94725022,9.914396627,ETS,26.80534785,12.15534203,35.44920903
122,MICRO,1,Non-seasonal,14,10.31209849,ETS,10.31209849,11.37934005,10.31209849,ETS,25.66561276,13.75159789,34.90976522
123,MICRO,1,Non-seasonal,15,10.08510158,ETS,10.08510158,11.52832794,10.08510158,ETS,25.22908171,15.17028117,35.05485372
124,MICRO,1,Non-seasonal,16,9.64514499,ETS,9.64514499,11.96304483,9.64514499,ETS,25.06882699,14.69589953,35.4640366
125,MICRO,1,Non-seasonal,17,9.33946864,ETS,9.33946864,12.32542775,9.33946864,ETS,24.83028405,14.4831241,35.79284545
126,MICRO,1,Non-seasonal,18,8.968906693,ETS,8.968906693,13.09531668,8.968906693,ETS,24.99364053,14.47089912,36.50436648
127,MICRO,1,Non-seasonal,1,9.366387215,Arima(transform),12.39750789,9.366387215,9.366387215,Arima(transform),7.792207792,2.739726027,3.817603393
128,MICRO,1,Non-seasonal,2,5.01658293,Arima(transform),8.131613862,5.01658293,5.01658293,Arima(transform),3.896103896,3.808887404,5.967074329
129,MICRO,1,Non-seasonal,3,8.090623518,Arima(transform),9.741123872,8.090623518,8.090623518,Arima(transform),7.961387272,3.928147158,13.43707126
130,MICRO,1,Non-seasonal,4,9.778543024,Arima(transform),12.70966731,9.778543024,9.778543024,Arima(transform),10.765561,8.351515774,10.64700656
131,MICRO,1,Non-seasonal,5,10.54964823,Arima(transform),11.25225999,10.54964823,10.54964823,Arima(transform),10.05823193,10.08546794,14.2622861
132,MICRO,1,Non-seasonal,6,11.20874641,Arima(transform),12.76847355,11.20874641,11.20874641,Arima(transform),11.57820698,12.79052153,13.12135826
133,MICRO,1,Non-seasonal,7,14.61126944,Arima(transform),15.11777365,14.61126944,14.61126944,Arima(transform),14.17949656,13.56070676,19.81693147
134,MICRO,1,Non-seasonal,8,15.14850897,Arima(transform),16.3991787,15.14850897,15.14850897,Arima(transform),15.57607357,14.72276128,18.82648626
135,MICRO,1,Non-seasonal,9,18.93946098,Arima(transform),19.25337755,18.93946098,18.93946098,Arima(transform),18.46586078,15.28910111,25.68896294
136,MICRO,1,Non-seasonal,10,21.01120085,Arima(transform),20.40873238,21.01120085,21.01120085,Arima(transform),19.5979981,15.80100733,30.67108706
137,MICRO,1,Non-seasonal,11,21.04200601,Arima(transform),21.31557264,21.04200601,21.04200601,Arima(transform),20.71491264,16.56840887,30.04330024
138,MICRO,1,Non-seasonal,12,20.21901939,Arima(transform),21.22568558,20.21901939,20.21901939,Arima(transform),20.84052177,17.03955998,30.89304524
139,MICRO,1,Non-seasonal,13,19.7937926,Arima(transform),19.97176058,19.7937926,19.7937926,Arima(transform),19.42733823,16.7278256,33.90836689
140,MICRO,1,Non-seasonal,14,19.8539014,Arima(transform),19.26714341,19.8539014,19.8539014,Arima(transform),18.55602234,15.70104814,37.28845224
141,MICRO,1,Non-seasonal,15,18.62240549,Arima(transform),18.65293227,18.62240549,18.62240549,Arima(transform),18.20784307,16.87653382,39.55707739
142,MICRO,1,Non-seasonal,16,18.1247637,Arima(transform),17.5778112,18.1247637,18.1247637,Arima(transform),17.3903657,16.296434,42.49577061
143,MICRO,1,Non-seasonal,17,18.0314454,Arima(transform),16.78187259,18.0314454,18.0314454,Arima(transform),16.36740301,16.75992754,45.82997601
144,MICRO,1,Non-seasonal,18,17.41681513,Arima(transform),16.19039785,17.41681513,17.41681513,Arima(transform),16.04289816,16.81334928,48.86724594
145,MICRO,1,Non-seasonal,1,13.22745399,Arima(transform),15.06607055,3.096092733,3.096092733,Arima,41.86046512,34.14634146,40.68308429
146,MICRO,1,Non-seasonal,2,15.55474715,Arima(transform),17.38982437,2.027691056,2.027691056,Arima,44.08812729,58.82074355,42.32508388
147,MICRO,1,Non-seasonal,3,17.42242996,Arima(transform),18.0361712,15.38518811,15.38518811,Arima,32.05875153,43.30883313,29.63940393
148,MICRO,1,Non-seasonal,4,16.93940498,Arima(transform),16.94019758,21.33698695,21.33698695,Arima,27.46872118,46.43146811,24.40509684
149,MICRO,1,Non-seasonal,5,17.67836286,Arima(transform),18.04427955,18.31584845,18.31584845,Arima,31.76221099,41.75576638,28.1168339
150,MICRO,1,Non-seasonal,6,17.15040983,Arima(transform),17.14878561,22.53005089,22.53005089,Arima,28.91499234,45.04458418,24.61173461
151,MICRO,1,Non-seasonal,7,25.78865692,Arima(transform),26.01067994,26.20383562,26.20383562,Arima,39.20779775,47.36125233,34.54588692
152,MICRO,1,Non-seasonal,8,23.07876319,Arima(transform),23.04210917,27.8397678,27.8397678,Arima,37.43182303,42.30316476,32.0795029
153,MICRO,1,Non-seasonal,9,28.77532595,Arima(transform),28.91908031,29.05680247,29.05680247,Arima,44.17152847,44.09248863,38.40279225
154,MICRO,1,Non-seasonal,10,29.08919571,Arima(transform),29.03823153,33.24700747,33.24700747,Arima,40.04911246,41.69237219,36.15749511
155,MICRO,1,Non-seasonal,11,28.97460332,Arima(transform),29.09279231,31.79220317,31.79220317,Arima,41.47534814,38.3717976,36.70420826
156,MICRO,1,Non-seasonal,12,30.27477037,Arima(transform),30.52914528,29.4241401,29.4241401,Arima,43.96109812,41.11617678,38.40283079
157,MICRO,1,Non-seasonal,13,32.41751873,Arima(transform),32.78211018,27.74552114,27.74552114,Arima,47.01304162,43.87055372,40.74579893
158,MICRO,1,Non-seasonal,14,31.77746489,Arima(transform),32.24604498,28.05454933,28.05454933,Arima,47.34160316,46.36464836,40.24359225
159,MICRO,1,Non-seasonal,15,36.09003128,Arima(transform),36.62148274,29.1651009,29.1651009,Arima,52.00470532,50.15197868,44.44155348
160,MICRO,1,Non-seasonal,16,39.40350227,Arima(transform),39.99392349,29.33407154,29.33407154,Arima,55.68962719,50.31418331,47.60150536
161,MICRO,1,Non-seasonal,17,38.13753392,Arima(transform),38.800962,30.48265543,30.48265543,Arima,55.13822497,48.54909561,46.19949188
162,MICRO,1,Non-seasonal,18,40.64352808,Arima(transform),41.35464595,29.70537359,29.70537359,Arima,57.95734319,48.02448725,48.45762163
163,MICRO,0,Monthly,1,7.034924962,ETS,7.034924962,14.55569767,7.034924962,ETS,22.28696286,11.64119191,22.0946748
164,MICRO,0,Monthly,2,7.440620814,ETS,7.440620814,7.511024005,7.440620814,ETS,18.06612717,11.18227108,17.77601643
165,MICRO,0,Monthly,3,5.569861044,ETS,5.569861044,5.653285455,5.569861044,ETS,13.87548796,8.979223882,13.48714784
166,MICRO,0,Monthly,4,7.159325206,ETS,7.159325206,6.964929828,7.159325206,ETS,14.59695688,9.370634683,14.11175477
167,MICRO,0,Monthly,5,6.02589713,ETS,6.02589713,5.658436719,6.02589713,ETS,13.97246572,9.361410039,13.389447
168,MICRO,0,Monthly,6,5.439124395,ETS,5.439124395,5.214352908,5.439124395,ETS,11.99246112,8.184731731,11.31098465
169,MICRO,0,Monthly,7,6.45930787,ETS,6.45930787,5.694161378,6.45930787,ETS,12.6781321,7.732577952,11.89944944
170,MICRO,0,Monthly,8,6.799723122,ETS,6.799723122,5.296214919,6.799723122,ETS,12.16992061,6.999518304,11.29285028
171,MICRO,0,Monthly,9,6.35482278,ETS,6.35482278,4.759352789,6.35482278,ETS,11.23609863,6.369000873,10.26030477
172,MICRO,0,Monthly,10,6.063592926,ETS,6.063592926,4.466407245,6.063592926,ETS,10.710073,6.697909739,10.02803103
173,MICRO,0,Monthly,11,5.934348036,ETS,5.934348036,5.583208398,5.934348036,ETS,11.83934244,7.513186627,11.02509288
174,MICRO,0,Monthly,12,6.495220185,ETS,6.495220185,5.978001016,6.495220185,ETS,11.97409952,8.008456697,11.03164728
175,MICRO,0,Monthly,13,6.823946012,ETS,6.823946012,7.018310242,6.823946012,ETS,13.05098736,8.574366095,11.98704543
176,MICRO,0,Monthly,14,7.463244279,ETS,7.463244279,7.437805554,7.463244279,ETS,13.67147875,8.160258481,12.48838933
177,MICRO,0,Monthly,15,7.426347867,ETS,7.426347867,7.33241207,7.426347867,ETS,13.46470624,8.259613407,12.16351207
178,MICRO,0,Monthly,16,7.85411656,ETS,7.85411656,7.711474395,7.85411656,ETS,13.81662943,8.549000874,12.40069554
179,MICRO,0,Monthly,17,8.372750425,ETS,8.372750425,7.964605219,8.372750425,ETS,13.22329261,9.482952767,12.08828309
180,MICRO,0,Monthly,18,8.304883149,ETS,8.304883149,7.87556075,8.304883149,ETS,13.140809,9.364723191,11.87137036
181,MICRO,1,Non-seasonal,1,44.53507051,Arima(transform),61.68655169,44.53507051,47.54704574,Arima,91.03448276,63.2034632,89.80331985
182,MICRO,1,Non-seasonal,2,27.28226839,Arima(transform),46.50233634,27.28226839,30.19301687,Arima,76.98141583,56.6017316,74.95380287
183,MICRO,1,Non-seasonal,3,32.06034817,Arima(transform),52.49512255,32.06034817,34.77098047,Arima,82.00145139,61.24762743,79.397255
184,MICRO,1,Non-seasonal,4,27.18803923,Arima(transform),43.15365789,27.18803923,28.72640348,Arima,73.01712353,50.25670823,69.55278915
185,MICRO,1,Non-seasonal,5,21.78437204,Arima(transform),40.61761776,21.78437204,23.24872614,Arima,70.35216036,42.4275888,66.10855256
186,MICRO,1,Non-seasonal,6,24.04353444,Arima(transform),34.12664638,24.04353444,25.10450856,Arima,63.31148498,43.92022387,58.18645925
187,MICRO,1,Non-seasonal,7,22.13716491,Arima(transform),33.01763578,22.13716491,22.98729704,Arima,62.01225391,41.5234572,56.09235625
188,MICRO,1,Non-seasonal,8,24.19552195,Arima(transform),29.05831031,24.19552195,24.96411724,Arima,57.92920043,40.0876038,51.13296327
189,MICRO,1,Non-seasonal,9,24.42043111,Arima(transform),27.74741938,24.42043111,25.20001003,Arima,56.37380437,41.59548522,48.73674222
190,MICRO,1,Non-seasonal,10,22.15102807,Arima(transform),29.41856643,22.15102807,23.01476206,Arima,57.61540482,38.79340276,49.23238618
191,MICRO,1,Non-seasonal,11,22.40884655,Arima(transform),29.01553513,22.40884655,23.41077896,Arima,56.89619911,37.61016413,47.66474728
192,MICRO,1,Non-seasonal,12,21.48892813,Arima(transform),31.82688398,21.48892813,22.13292232,Arima,59.16943953,41.49057413,49.25340612
193,MICRO,1,Non-seasonal,13,20.97540817,Arima(transform),32.56836593,20.97540817,21.89480903,Arima,59.52179034,40.83362163,48.77989334
194,MICRO,1,Non-seasonal,14,24.34992346,Arima(transform),38.47448796,24.34992346,24.86655116,Arima,64.53362674,40.61963707,53.47748275
195,MICRO,1,Non-seasonal,15,25.33865014,Arima(transform),42.24920819,25.33865014,25.40641167,Arima,67.66065925,44.07010671,56.05140596
196,MICRO,1,Non-seasonal,16,28.64923081,Arima(transform),47.54480308,28.64923081,28.30140563,Arima,72.11660701,47.43988611,60.2297715
